form,subjects,code,name,predicted_2025,trend,budget_places,chance_text,chance_prob,graph_path
Очно-бюджетная,"Информатика, Физика, Английский язык, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, География, Английский язык, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, География, Английский язык, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Биология, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Биология, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Биология, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Биология, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Биология, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Химия, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Химия, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Химия, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Химия, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Химия, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Физика, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Физика, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Физика, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Физика, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, География, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, География, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, География, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, География, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Химия, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Химия, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Химия, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Химия, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Химия, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Физика, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Физика, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Физика, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Физика, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, География, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, География, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, География, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, География, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Физика, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Физика, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Физика, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Физика, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, География, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, География, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, География, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, География, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, География, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, География, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, География, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, География, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Химия, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Биология, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Биология, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Химия, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Химия, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, География, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Химия, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Биология, Химия, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Биология, Химия, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Химия, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Химия, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Химия, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Химия, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Физика, География, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Биология, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Биология, Физика, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Физика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Физика, География, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Химия, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Химия, Физика, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Физика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-договорная,"Математика, Информатика, Русский язык",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Информатика, Русский язык",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Информатика, Русский язык",09.03.03,09.03.03 — Прикладная информатика,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Информатика, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,139,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Информатика, Русский язык",01.03.05,01.03.05 Статистика,0,➡️ Стабильный,0,🟡 Низкие,0.35,
Очно-договорная,"Математика, Обществознание, Русский язык",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Обществознание, Русский язык",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Обществознание, Русский язык",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Обществознание, Русский язык",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Обществознание, Русский язык",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, История, Русский язык",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, История, Русский язык",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, История, Русский язык",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, История, Русский язык",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, История, Русский язык",40.03.01,40.03.01 — Юриспруденция,142,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Биология, Русский язык",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Математика, Химия, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-договорная,"Математика, Физика, Русский язык",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
