form,subjects,code,name,predicted_2025,trend,budget_places,chance_text,chance_prob,graph_path
Очно-бюджетная,"Математика, Информатика, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Обществознание, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, История, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Биология, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-бюджетная,"Математика, Химия, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-бюджетная,"Математика, Физика, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, География, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Английский язык, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Английский язык, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Английский язык, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Английский язык, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Английский язык, Русский язык",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Обществознание, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Обществознание, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Обществознание, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Обществознание, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Обществознание, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, История, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, История, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, История, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, История, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Биология, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Биология, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Биология, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Химия, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Химия, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Химия, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Физика, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Физика, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, География, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, География, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Информатика, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Английский язык, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Информатика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, История, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Биология, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Химия, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Физика, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Русский язык, Математика",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, География, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Обществознание, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Биология, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Химия, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"История, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"История, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Химия, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-бюджетная,"Биология, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Биология, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Биология, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Биология, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Физика, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Химия, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Химия, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Химия, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, География, Русский язык, Математика",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Физика, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"География, Английский язык, Русский язык, Математика",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Обществознание, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Обществознание, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Обществознание, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Обществознание, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Обществознание, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, История, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, История, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, История, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, История, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Биология, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Биология, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Биология, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Химия, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Химия, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Химия, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Физика, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Физика, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Физика, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, География, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, География, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, География, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, Информатика, Английский язык, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Английский язык, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Английский язык, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Английский язык, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Информатика, Английский язык, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, История, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, История, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, История, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, История, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, История, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Биология, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Биология, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Биология, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Биология, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Биология, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Химия, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Химия, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Химия, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Химия, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Химия, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Физика, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Физика, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Физика, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Физика, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Физика, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, География, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, География, Русский язык",38.03.05,38.03.05 — Бизнес-информатика,261,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, География, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, География, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, География, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Английский язык, Русский язык",38.03.04,38.03.04 — Государственное и муниципальное управление,261,➡️ Стабильный,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Английский язык, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Английский язык, Русский язык",38.03.01,38.03.01 — Экономика,257,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Английский язык, Русский язык",38.03.02,38.03.02 — Менеджмент,256,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, Обществознание, Английский язык, Русский язык",38.03.03,38.03.03 — Управление персоналом,253,📈 Растущий,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, История, Биология, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, История, Химия, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, История, Физика, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, История, Физика, Русский язык",27.03.05,27.03.05 —Инноватика,238,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, История, География, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
Очно-бюджетная,"Математика, История, География, Русский язык",05.03.06,05.03.06 — Экология и природопользование,166,📈 Растущий,0,🟢 Высокие,0.85,
Очно-бюджетная,"Математика, История, Английский язык, Русский язык",43.03.03,43.03.03 — Гостиничное дело,260,📉 Снижающийся,0,🔴 Очень низкие,0.15,
